序号,省级地区,学校名称,学校标识码,主管部门,所在地,办学层次,备注
2019,广东省,广东药科大学,4144010573,广东省,广州市,本科,
2020,广东省,华南师范大学,4144010574,广东省,广州市,本科,
2021,广东省,韶关学院,4144010576,广东省,韶关市,本科,
2022,广东省,惠州学院,4144010577,广东省,惠州市,本科,
2023,广东省,韩山师范学院,4144010578,广东省,潮州市,本科,
2024,广东省,岭南师范学院,4144010579,广东省,湛江市,本科,
2025,广东省,肇庆学院,4144010580,广东省,肇庆市,本科,
2026,广东省,嘉应学院,4144010582,广东省,梅州市,本科,
2027,广东省,广州体育学院,4144010585,广东省,广州市,本科,
2028,广东省,广州美术学院,4144010586,广东省,广州市,本科,
2029,广东省,星海音乐学院,4144010587,广东省,广州市,本科,
2030,广东省,广东技术师范大学,4144010588,广东省,广州市,本科,
2031,广东省,深圳大学,4144010590,广东省,深圳市,本科,
2032,广东省,广东财经大学,4144010592,广东省,广州市,本科,
2033,广东省,广东白云学院,4144010822,广东省教育厅,广州市,本科,民办
2034,广东省,广州大学,4144011078,广东省,广州市,本科,
2035,广东省,广州航海学院,4144011106,广东省,广州市,本科,
2036,广东省,广东警官学院,4144011110,广东省,广州市,本科,
2037,广东省,仲恺农业工程学院,4144011347,广东省,广州市,本科,
2038,广东省,五邑大学,4144011349,广东省,江门市,本科,
2039,广东省,广东金融学院,4144011540,广东省,广州市,本科,
2040,广东省,电子科技大学中山学院,4144011545,广东省教育厅,中山市,本科,民办
2041,广东省,广东石油化工学院,4144011656,广东省,茂名市,本科,
2042,广东省,东莞理工学院,4144011819,广东省,东莞市,本科,
2043,广东省,广东工业大学,4144011845,广东省,广州市,本科,
2044,广东省,广东外语外贸大学,4144011846,广东省,广州市,本科,
2045,广东省,佛山大学,4144011847,广东省,佛山市,本科,
2046,广东省,广东培正学院,4144012059,广东省教育厅,广州市,本科,民办
2047,广东省,南方医科大学,4144012121,广东省,广州市,本科,
2048,广东省,广东东软学院,4144012574,广东省教育厅,佛山市,本科,民办
2049,广东省,广州城市理工学院,4144012617,广东省教育厅,广州市,本科,民办
2050,广东省,广州软件学院,4144012618,广东省教育厅,广州市,本科,民办
2051,广东省,广州南方学院,4144012619,广东省教育厅,广州市,本科,民办
2052,广东省,广东外语外贸大学南国商学院,4144012620,广东省教育厅,广州市,本科,民办
2053,广东省,广州华商学院,4144012621,广东省教育厅,广州市,本科,民办
2054,广东省,湛江科技学院,4144012622,广东省教育厅,湛江市,本科,民办
2055,广东省,华南农业大学珠江学院,4144012623,广东省教育厅,广州市,本科,民办
2056,广东省,广州理工学院,4144012668,广东省教育厅,广州市,本科,民办
2057,广东省,北京师范大学珠海分校,4144013177,广东省教育厅,珠海市,本科,民办
2058,广东省,广州华立学院,4144013656,广东省教育厅,广州市,本科,民办
2059,广东省,广州应用科技学院,4144013657,广东省教育厅,广州市,本科,民办
2060,广东省,广州商学院,4144013667,广东省教育厅,广州市,本科,民办
2061,广东省,广东江门南粤学院,4144013675,广东省教育厅,江门市,本科,民办
2062,广东省,珠海科技学院,4144013684,广东省教育厅,珠海市,本科,民办
2063,广东省,广州工商学院,4144013714,广东省教育厅,广州市,本科,民办
2064,广东省,广州科技职业技术大学,4144013717,广东省教育厅,广州市,本科,民办
2065,广东省,广东科技学院,4144013719,广东省教育厅,东莞市,本科,民办
2066,广东省,广东理工学院,4144013720,广东省教育厅,肇庆市,本科,民办
2067,广东省,广东工商职业技术大学,4144013721,广东省教育厅,肇庆市,本科,民办
2068,广东省,东莞城市学院,4144013844,广东省教育厅,东莞市,本科,民办
2069,广东省,广州新华学院,4144013902,广东省教育厅,广州市,本科,民办
2070,广东省,广东第二师范学院,4144014278,广东省,广州市,本科,
2071,广东省,南方科技大学,4144014325,广东省,深圳市,本科,
2072,广东省,深圳技术大学,4144014655,广东省,深圳市,本科,
2073,广东省,北师香港浸会大学,4144016401,广东省教育厅,珠海市,本科,中外合作办学及内地与港澳合作办学
2074,广东省,香港科技大学（广州）,4144016412,广东省教育厅,广州市,本科,中外合作办学及内地与港澳合作办学
2075,广东省,香港中文大学（深圳）,4144016407,广东省教育厅,深圳市,本科,中外合作办学及内地与港澳合作办学
2076,广东省,深圳北理莫斯科大学,4144016409,广东省教育厅,深圳市,本科,中外合作办学及内地与港澳合作办学
2077,广东省,广东以色列理工学院,4144016410,广东省教育厅,汕头市,本科,中外合作办学及内地与港澳合作办学
2078,广东省,香港城市大学（东莞）,4144014851,广东省教育厅,东莞市,本科,中外合作办学及内地与港澳合作办学
2079,广东省,深圳职业技术大学,4144011113,广东省,深圳市,本科,
2080,广东省,深圳理工大学,4144014880,广东省,深圳市,本科,
2081,广东省,肇庆医学院,4144013810,广东省,肇庆市,本科,
2082,广东省,广东轻工职业技术大学,4144010833,广东省,广州市,本科,
2083,广东省,顺德职业技术大学,4144010831,广东省,佛山市,本科,
2084,广东省,广州职业技术大学,4144012046,广东省,广州市,本科,
2085,广东省,深圳信息职业技术大学,4144012957,广东省,深圳市,本科,
2086,广东省,大湾区大学,4144014942,广东省,东莞市,本科,
2087,广东省,广东交通职业技术学院,4144010861,广东省,广州市,专科,
2088,广东省,广东水利电力职业技术学院,4144010862,广东省,广州市,专科,
2089,广东省,潮汕职业技术学院,4144010965,广东省教育厅,揭阳市,专科,民办
2090,广东省,广东南华工商职业学院,4144011114,广东省,广州市,专科,
2091,广东省,私立华联学院,4144011121,广东省教育厅,广州市,专科,民办
2092,广东省,广州民航职业技术学院,4144012040,交通运输部（中国民用航空局）,广州市,专科,
2093,广东省,广东松山职业技术学院,4144012060,广东省,韶关市,专科,
2094,广东省,广东农工商职业技术学院,4144012322,广东省,广州市,专科,
2095,广东省,广东新安职业技术学院,4144012325,广东省教育厅,深圳市,专科,民办
2096,广东省,佛山职业技术学院,4144012327,广东省,佛山市,专科,
2097,广东省,广东科学技术职业学院,4144012572,广东省,广州市,专科,
2098,广东省,广东食品药品职业学院,4144012573,广东省,广州市,专科,
2099,广东省,广州康大职业技术学院,4144012575,广东省教育厅,广州市,专科,民办
2100,广东省,珠海艺术职业学院,4144012576,广东省教育厅,珠海市,专科,民办
2101,广东省,广东行政职业学院,4144012577,广东省,广州市,专科,
2102,广东省,广东体育职业技术学院,4144012578,广东省,广州市,专科,
2103,广东省,广东职业技术学院,4144012736,广东省,佛山市,专科,
2104,广东省,广东建设职业技术学院,4144012741,广东省,广州市,专科,
2105,广东省,广东女子职业技术学院,4144012742,广东省,广州市,专科,
2106,广东省,广东机电职业技术学院,4144012743,广东省,广州市,专科,
2107,广东省,广东岭南职业技术学院,4144012749,广东省教育厅,广州市,专科,民办
2108,广东省,汕尾职业技术学院,4144012765,广东省,汕尾市,专科,
2109,广东省,罗定职业技术学院,4144012770,广东省,云浮市,专科,
2110,广东省,阳江职业技术学院,4144012771,广东省,阳江市,专科,
2111,广东省,河源职业技术学院,4144012772,广东省,河源市,专科,
2112,广东省,广东邮电职业技术学院,4144012953,广东省,广州市,专科,
2113,广东省,汕头职业技术学院,4144012954,广东省,汕头市,专科,
2114,广东省,揭阳职业技术学院,4144012956,广东省,揭阳市,专科,
2115,广东省,清远职业技术学院,4144012958,广东省,清远市,专科,
2116,广东省,广东工贸职业技术学院,4144012959,广东省,广州市,专科,
2117,广东省,广东司法警官职业学院,4144012960,广东省,广州市,专科,
2118,广东省,广东亚视演艺职业学院,4144012961,广东省教育厅,肇庆市,专科,民办
2119,广东省,广东省外语艺术职业学院,4144012962,广东省,广州市,专科,
2120,广东省,广东文艺职业学院,4144013707,广东省,广州市,专科,
2121,广东省,广州体育职业技术学院,4144013708,广东省,广州市,专科,
2122,广东省,广州工程技术职业学院,4144013709,广东省,广州市,专科,
2123,广东省,中山火炬职业技术学院,4144013710,广东省,中山市,专科,
2124,广东省,江门职业技术学院,4144013711,广东省,江门市,专科,
2125,广东省,茂名职业技术学院,4144013712,广东省,茂名市,专科,
2126,广东省,珠海城市职业技术学院,4144013713,广东省,珠海市,专科,
2127,广东省,广州涉外经济职业技术学院,4144013715,广东省教育厅,广州市,专科,民办
2128,广东省,广州南洋理工职业学院,4144013716,广东省教育厅,广州市,专科,民办
2129,广东省,惠州经济职业技术学院,4144013718,广东省教育厅,惠州市,专科,民办
2130,广东省,广州现代信息工程职业技术学院,4144013912,广东省教育厅,广州市,专科,民办
2131,广东省,广东理工职业学院,4144013919,广东省,广州市,专科,
2132,广东省,广州华南商贸职业学院,4144013927,广东省教育厅,广州市,专科,民办
2133,广东省,广州华立科技职业学院,4144013928,广东省教育厅,广州市,专科,民办
2134,广东省,广州城市职业学院,4144013929,广东省,广州市,专科,
2135,广东省,广东工程职业技术学院,4144013930,广东省,广州市,专科,
2136,广东省,广州铁路职业技术学院,4144013943,广东省,广州市,专科,
2137,广东省,广东科贸职业学院,4144014063,广东省,广州市,专科,
2138,广东省,广州科技贸易职业学院,4144014065,广东省,广州市,专科,
2139,广东省,中山职业技术学院,4144014066,广东省,中山市,专科,
2140,广东省,广州珠江职业技术学院,4144014123,广东省教育厅,广州市,专科,民办
2141,广东省,广州松田职业学院,4144014125,广东省教育厅,广州市,专科,民办
2142,广东省,广东文理职业学院,4144014126,广东省教育厅,湛江市,专科,民办
2143,广东省,广州城建职业学院,4144014136,广东省教育厅,广州市,专科,民办
2144,广东省,东莞职业技术学院,4144014263,广东省,东莞市,专科,
2145,广东省,广东南方职业学院,4144014265,广东省教育厅,江门市,专科,民办
2146,广东省,广州华商职业学院,4144014266,广东省教育厅,广州市,专科,民办
2147,广东省,广州华夏职业学院,4144014268,广东省教育厅,广州市,专科,民办
2148,广东省,广东环境保护工程职业学院,4144014311,广东省,佛山市,专科,
2149,广东省,广东青年职业学院,4144014361,广东省,广州市,专科,
2150,广东省,广州东华职业学院,4144014362,广东省教育厅,广州市,专科,民办
2151,广东省,广东创新科技职业学院,4144014363,广东省教育厅,东莞市,专科,民办
2152,广东省,广东艺术职业学院,4144014407,广东省,广州市,专科,
2153,广东省,惠州卫生职业技术学院,4144014408,广东省,惠州市,专科,
2154,广东省,广东信息工程职业学院,4144014427,广东省教育厅,肇庆市,专科,民办
2155,广东省,广东生态工程职业学院,4144014509,广东省,广州市,专科,
2156,广东省,惠州城市职业学院,4144014510,广东省,惠州市,专科,
2157,广东省,广东碧桂园职业学院,4144014511,广东省教育厅,清远市,专科,民办
2158,广东省,广东茂名健康职业学院,4144014556,广东省,茂名市,专科,
2159,广东省,广东酒店管理职业技术学院,4144014572,广东省教育厅,东莞市,专科,民办
2160,广东省,广东茂名幼儿师范专科学校,4144014587,广东省,茂名市,专科,
2161,广东省,广州卫生职业技术学院,4144014592,广东省,广州市,专科,
2162,广东省,惠州工程职业学院,4144014609,广东省,惠州市,专科,
2163,广东省,广东江门中医药职业学院,4144014610,广东省,江门市,专科,
2164,广东省,广东茂名农林科技职业学院,4144014638,广东省,茂名市,专科,
2165,广东省,广东江门幼儿师范高等专科学校,4144014664,广东省,江门市,专科,
2166,广东省,广东财贸职业学院,4144014667,广东省,清远市,专科,
2167,广东省,广州幼儿师范高等专科学校,4144014756,广东省,广州市,专科,
2168,广东省,广东汕头幼儿师范高等专科学校,4144014757,广东省,汕头市,专科,
2169,广东省,广东梅州职业技术学院,4144014758,广东省,梅州市,专科,
2170,广东省,广东潮州卫生健康职业学院,4144014759,广东省,潮州市,专科,
2171,广东省,广东云浮中医药职业学院,4144014760,广东省,云浮市,专科,
2172,广东省,广东肇庆航空职业学院,4144014761,广东省教育厅,肇庆市,专科,民办
2173,广东省,湛江幼儿师范专科学校,4244050853,广东省,湛江市,专科,
2174,广东省,珠海格力职业学院,4144014798,广东省教育厅,珠海市,专科,民办
2175,广东省,深圳城市职业学院,4144014845,广东省,深圳市,专科,
2176,广东省,广东制造职业技术学院,4144014965,广东省,广州市,专科,
