序号,省级地区,学校名称,学校标识码,主管部门,所在地,办学层次,备注
766,江苏省,江苏大学,4132010299,江苏省,镇江市,本科,
767,江苏省,南京信息工程大学,4132010300,江苏省,南京市,本科,
768,江苏省,南通大学,4132010304,江苏省,南通市,本科,
769,江苏省,盐城工学院,4132010305,江苏省,盐城市,本科,
770,江苏省,南京农业大学,4132010307,教育部,南京市,本科,
771,江苏省,南京医科大学,4132010312,江苏省,南京市,本科,
772,江苏省,徐州医科大学,4132010313,江苏省,徐州市,本科,
773,江苏省,南京中医药大学,4132010315,江苏省,南京市,本科,
774,江苏省,中国药科大学,4132010316,教育部,南京市,本科,
775,江苏省,南京师范大学,4132010319,江苏省,南京市,本科,
776,江苏省,江苏师范大学,4132010320,江苏省,徐州市,本科,
777,江苏省,淮阴师范学院,4132010323,江苏省,淮安市,本科,
778,江苏省,盐城师范学院,4132010324,江苏省,盐城市,本科,
779,江苏省,南京财经大学,4132010327,江苏省,南京市,本科,
780,江苏省,江苏警官学院,4132010329,江苏省,南京市,本科,
781,江苏省,南京体育学院,4132010330,江苏省,南京市,本科,
782,江苏省,南京艺术学院,4132010331,江苏省,南京市,本科,
783,江苏省,苏州科技大学,4132010332,江苏省,苏州市,本科,
784,江苏省,苏州工学院,4132010333,江苏省,苏州市,本科,
785,江苏省,南京工业职业技术大学,4132010850,江苏省,南京市,本科,
786,江苏省,淮安大学,4132011049,江苏省,淮安市,本科,
787,江苏省,常州工学院,4132011055,江苏省,常州市,本科,
788,江苏省,扬州大学,4132011117,江苏省,扬州市,本科,
789,江苏省,三江学院,4132011122,江苏省教育厅,南京市,本科,民办
790,江苏省,南京工程学院,4132011276,江苏省,南京市,本科,
791,江苏省,南京审计大学,4132011287,江苏省,南京市,本科,
792,江苏省,南京晓庄学院,4132011460,江苏省,南京市,本科,
793,江苏省,江苏理工学院,4132011463,江苏省,常州市,本科,
794,江苏省,江苏海洋大学,4132011641,江苏省,连云港市,本科,
795,江苏省,徐州工程学院,4132011998,江苏省,徐州市,本科,
796,江苏省,南京特殊教育师范学院,4132012048,江苏省,南京市,本科,
797,江苏省,南通理工学院,4132012056,江苏省教育厅,南通市,本科,民办
798,江苏省,南京警察学院,4132012213,公安部,南京市,本科,
799,江苏省,东南大学成贤学院,4132012689,江苏省教育厅,南京市,本科,民办
800,江苏省,泰州学院,4132012917,江苏省,泰州市,本科,
801,江苏省,无锡太湖学院,4132013571,江苏省教育厅,无锡市,本科,民办
802,江苏省,金陵科技学院,4132013573,江苏省,南京市,本科,
803,江苏省,中国矿业大学徐海学院,4132013579,江苏省教育厅,徐州市,本科,民办
804,江苏省,南京大学金陵学院,4132013646,江苏省教育厅,南京市,本科,民办
805,江苏省,南京理工大学紫金学院,4132013654,江苏省教育厅,南京市,本科,民办
806,江苏省,南京航空航天大学金城学院,4132013655,江苏省教育厅,南京市,本科,民办
807,江苏省,南京传媒学院,4132013687,江苏省教育厅,南京市,本科,民办
808,江苏省,南京理工大学泰州科技学院,4132013842,江苏省教育厅,泰州市,本科,民办
809,江苏省,南京师范大学泰州学院,4132013843,江苏省教育厅,泰州市,本科,民办
810,江苏省,南京工业大学浦江学院,4132013905,江苏省教育厅,南京市,本科,民办
811,江苏省,南京师范大学中北学院,4132013906,江苏省教育厅,镇江市,本科,民办
812,江苏省,南京医科大学康达学院,4132013980,江苏省教育厅,连云港市,本科,民办
813,江苏省,南京中医药大学翰林学院,4132013981,江苏省教育厅,泰州市,本科,民办
814,江苏省,无锡学院,4132013982,江苏省,无锡市,本科,
815,江苏省,苏州城市学院,4132013983,江苏省,苏州市,本科,
816,江苏省,苏州大学应用技术学院,4132013984,江苏省教育厅,苏州市,本科,民办
817,江苏省,苏州科技大学天平学院,4132013985,江苏省教育厅,南京市,本科,民办
818,江苏省,江苏大学京江学院,4132013986,江苏省教育厅,镇江市,本科,民办
819,江苏省,扬州大学广陵学院,4132013987,江苏省教育厅,扬州市,本科,民办
820,江苏省,江苏师范大学科文学院,4132013988,江苏省教育厅,徐州市,本科,民办
821,江苏省,南京邮电大学通达学院,4132013989,江苏省教育厅,扬州市,本科,民办
822,江苏省,南京财经大学红山学院,4132013990,江苏省教育厅,南京市,本科,民办
823,江苏省,江苏科技大学苏州理工学院,4132013991,江苏省教育厅,苏州市,本科,民办
824,江苏省,常州大学怀德学院,4132013992,江苏省教育厅,泰州市,本科,民办
825,江苏省,南通大学杏林学院,4132013993,江苏省教育厅,南通市,本科,民办
826,江苏省,南京审计大学金审学院,4132013994,江苏省教育厅,南京市,本科,民办
827,江苏省,宿迁学院,4132014160,江苏省,宿迁市,本科,
828,江苏省,江苏第二师范学院,4132014436,江苏省,南京市,本科,
829,江苏省,西交利物浦大学,4132016403,江苏省教育厅,苏州市,本科,中外合作办学及内地与港澳合作办学
830,江苏省,昆山杜克大学,4132016406,江苏省教育厅,昆山市,本科,中外合作办学及内地与港澳合作办学
831,江苏省,连云港师范学院,4132011585,江苏省,连云港市,本科,
832,江苏省,无锡职业技术大学,4132010848,江苏省,无锡市,本科,
833,江苏省,苏州职业技术大学,4132011054,江苏省,苏州市,本科,
834,江苏省,扬州职业技术大学,4132011462,江苏省,扬州市,本科,
835,江苏省,江苏建筑职业技术大学,4132010849,江苏省,徐州市,本科,
836,江苏省,常州信息职业技术大学,4132012317,江苏省,常州市,本科,
837,江苏省,盐城幼儿师范高等专科学校,3632000466,江苏省,盐城市,专科,
838,江苏省,苏州幼儿师范高等专科学校,3632000583,江苏省,苏州市,专科,
839,江苏省,明达职业技术学院,4132010826,江苏省教育厅,盐城市,专科,民办
840,江苏省,江苏工程职业技术学院,4132010958,江苏省,南通市,专科,
841,江苏省,苏州工艺美术职业技术学院,4132010960,江苏省,苏州市,专科,
842,江苏省,连云港职业技术学院,4132011050,江苏省,连云港市,专科,
843,江苏省,镇江市高等专科学校,4132011051,江苏省,镇江市,专科,
844,江苏省,南通职业大学,4132011052,江苏省,南通市,专科,
845,江苏省,沙洲职业工学院,4132011288,江苏省,苏州市,专科,
846,江苏省,江苏经贸职业技术学院,4132012047,江苏省,南京市,专科,
847,江苏省,九州职业技术学院,4132012054,江苏省教育厅,徐州市,专科,民办
848,江苏省,硅湖职业技术学院,4132012078,江苏省教育厅,苏州市,专科,民办
849,江苏省,泰州职业技术学院,4132012106,江苏省,泰州市,专科,
850,江苏省,江苏联合职业技术学院,4132012678,江苏省,南京市,专科,
851,江苏省,江苏海事职业技术学院,4132012679,江苏省,南京市,专科,
852,江苏省,应天职业技术学院,4132012680,江苏省教育厅,南京市,专科,民办
853,江苏省,无锡科技职业学院,4132012681,江苏省,无锡市,专科,
854,江苏省,江苏医药职业学院,4132012682,江苏省,盐城市,专科,
855,江苏省,扬州环境资源职业技术学院,4132012683,江苏省,扬州市,专科,
856,江苏省,南通科技职业学院,4132012684,江苏省,南通市,专科,
857,江苏省,苏州经贸职业技术学院,4132012685,江苏省,苏州市,专科,
858,江苏省,苏州工业职业技术学院,4132012686,江苏省,苏州市,专科,
859,江苏省,苏州托普信息职业技术学院,4132012687,江苏省教育厅,苏州市,专科,民办
860,江苏省,苏州卫生职业技术学院,4132012688,江苏省,苏州市,专科,
861,江苏省,无锡商业职业技术学院,4132012702,江苏省,无锡市,专科,
862,江苏省,江苏航运职业技术学院,4132012703,江苏省,南通市,专科,
863,江苏省,南京交通职业技术学院,4132012804,江苏省,南京市,专科,
864,江苏省,江苏电子信息职业学院,4132012805,江苏省,淮安市,专科,
865,江苏省,江苏农牧科技职业学院,4132012806,江苏省,泰州市,专科,
866,江苏省,常州纺织服装职业技术学院,4132012807,江苏省,常州市,专科,
867,江苏省,苏州农业职业技术学院,4132012808,江苏省,苏州市,专科,
868,江苏省,苏州工业园区职业技术学院,4132012809,江苏省,苏州市,专科,
869,江苏省,太湖创意职业技术学院,4132012918,江苏省教育厅,无锡市,专科,民办
870,江苏省,炎黄职业技术学院,4132012919,江苏省教育厅,淮安市,专科,民办
871,江苏省,南京科技职业学院,4132012920,江苏省,南京市,专科,
872,江苏省,正德职业技术学院,4132012921,江苏省教育厅,南京市,专科,民办
873,江苏省,钟山职业技术学院,4132012922,江苏省教育厅,南京市,专科,民办
874,江苏省,无锡南洋职业技术学院,4132012923,江苏省教育厅,无锡市,专科,民办
875,江苏省,江南影视艺术职业学院,4132013017,江苏省教育厅,无锡市,专科,民办
876,江苏省,金肯职业技术学院,4132013100,江苏省教育厅,南京市,专科,民办
877,江苏省,常州工业职业技术学院,4132013101,江苏省,常州市,专科,
878,江苏省,常州工程职业技术学院,4132013102,江苏省,常州市,专科,
879,江苏省,江苏农林职业技术学院,4132013103,江苏省,镇江市,专科,
880,江苏省,江苏食品药品职业技术学院,4132013104,江苏省,淮安市,专科,
881,江苏省,建东职业技术学院,4132013105,江苏省教育厅,常州市,专科,民办
882,江苏省,南京铁道职业技术学院,4132013106,江苏省,南京市,专科,
883,江苏省,徐州工业职业技术学院,4132013107,江苏省,徐州市,专科,
884,江苏省,江苏信息职业技术学院,4132013108,江苏省,无锡市,专科,
885,江苏省,宿迁职业技术学院,4132013110,江苏省,宿迁市,专科,
886,江苏省,南京信息职业技术学院,4132013112,江苏省,南京市,专科,
887,江苏省,江海职业技术学院,4132013113,江苏省教育厅,扬州市,专科,民办
888,江苏省,常州机电职业技术学院,4132013114,江苏省,常州市,专科,
889,江苏省,江阴职业技术学院,4132013137,江苏省,无锡市,专科,
890,江苏省,无锡城市职业技术学院,4132013748,江苏省,无锡市,专科,
891,江苏省,无锡工艺职业技术学院,4132013749,江苏省,无锡市,专科,
892,江苏省,金山职业技术学院,4132013750,江苏省教育厅,镇江市,专科,民办
893,江苏省,苏州健雄职业技术学院,4132013751,江苏省,苏州市,专科,
894,江苏省,盐城工业职业技术学院,4132013752,江苏省,盐城市,专科,
895,江苏省,江苏财经职业技术学院,4132013753,江苏省,淮安市,专科,
896,江苏省,扬州工业职业技术学院,4132013754,江苏省,扬州市,专科,
897,江苏省,苏州百年职业学院,4132013962,江苏省教育厅,苏州市,专科,中外合作办学及内地与港澳合作办学
898,江苏省,昆山登云科技职业学院,4132013963,江苏省教育厅,苏州市,专科,民办
899,江苏省,南京视觉艺术职业学院,4132013964,江苏省教育厅,南京市,专科,民办
900,江苏省,江苏城市职业学院,4132014000,江苏省,南京市,专科,
901,江苏省,南京城市职业学院,4132014001,江苏省,南京市,专科,
902,江苏省,南京机电职业技术学院,4132014056,江苏省,南京市,专科,
903,江苏省,苏州高博职业学院,4132014163,江苏省教育厅,苏州市,专科,民办
904,江苏省,南京旅游职业学院,4132014180,江苏省,南京市,专科,
905,江苏省,江苏卫生健康职业学院,4132014255,江苏省,南京市,专科,
906,江苏省,苏州信息职业技术学院,4132014256,江苏省,苏州市,专科,
907,江苏省,宿迁泽达职业技术学院,4132014293,江苏省教育厅,宿迁市,专科,民办
908,江苏省,苏州工业园区服务外包职业学院,4132014295,江苏省,苏州市,专科,
909,江苏省,徐州幼儿师范高等专科学校,4132014329,江苏省,徐州市,专科,
910,江苏省,徐州生物工程职业技术学院,4132014401,江苏省,徐州市,专科,
911,江苏省,江苏商贸职业学院,4132014475,江苏省,南通市,专科,
912,江苏省,南通师范高等专科学校,4132014493,江苏省,南通市,专科,
913,江苏省,扬州中瑞酒店职业学院,4132014528,江苏省教育厅,扬州市,专科,民办
914,江苏省,江苏护理职业学院,4132014541,江苏省,淮安市,专科,
915,江苏省,江苏财会职业学院,4132014542,江苏省,连云港市,专科,
916,江苏省,江苏城乡建设职业学院,4132014543,江苏省,常州市,专科,
917,江苏省,江苏航空职业技术学院,4132014568,江苏省,镇江市,专科,
918,江苏省,江苏安全技术职业学院,4132014589,江苏省,徐州市,专科,
919,江苏省,江苏旅游职业学院,4132014604,江苏省,扬州市,专科,
920,江苏省,常州幼儿师范高等专科学校,4132014773,江苏省,常州市,专科,
921,江苏省,江苏司法警官职业学院,4132014841,江苏省,南京市,专科,
922,江苏省,盐城农业科技职业学院,4132014853,江苏省,盐城市,专科,
923,江苏省,宿迁幼儿师范高等专科学校,4132014854,江苏省,宿迁市,专科,
924,江苏省,无锡师范高等专科学校,4132014855,江苏省,无锡市,专科,
925,江苏省,常州铁道职业技术学院,4132014913,江苏省,常州市,专科,
926,江苏省,苏州旅游职业学院,4132014914,江苏省,苏州市,专科,
927,江苏省,南通卫生健康职业学院,4132014915,江苏省,南通市,专科,
928,浙江省,浙江大学,4133010335,教育部,杭州市,本科,
929,浙江省,杭州电子科技大学,4133010336,浙江省,杭州市,本科,
930,浙江省,浙江工业大学,4133010337,浙江省,杭州市,本科,
931,浙江省,浙江理工大学,4133010338,浙江省,杭州市,本科,
932,浙江省,浙江海洋大学,4133010340,浙江省,舟山市,本科,
933,浙江省,浙江农林大学,4133010341,浙江省,杭州市,本科,
934,浙江省,温州医科大学,4133010343,浙江省,温州市,本科,
935,浙江省,浙江中医药大学,4133010344,浙江省,杭州市,本科,
936,浙江省,浙江师范大学,4133010345,浙江省,金华市,本科,
937,浙江省,杭州师范大学,4133010346,浙江省,杭州市,本科,
938,浙江省,湖州师范大学,4133010347,浙江省,湖州市,本科,
939,浙江省,绍兴大学,4133010349,浙江省,绍兴市,本科,
940,浙江省,台州学院,4133010350,浙江省,台州市,本科,
941,浙江省,温州大学,4133010351,浙江省,温州市,本科,
942,浙江省,丽水学院,4133010352,浙江省,丽水市,本科,
943,浙江省,浙江工商大学,4133010353,浙江省,杭州市,本科,
944,浙江省,嘉兴大学,4133010354,浙江省,嘉兴市,本科,
945,浙江省,中国美术学院,4133010355,浙江省,杭州市,本科,
946,浙江省,中国计量大学,4133010356,浙江省,杭州市,本科,
947,浙江省,浙江万里学院,4133010876,浙江省,宁波市,本科,
948,浙江省,浙江科技大学,4133011057,浙江省,杭州市,本科,
949,浙江省,宁波工程学院,4133011058,浙江省,宁波市,本科,
950,浙江省,浙江水利水电学院,4133011481,浙江省,杭州市,本科,
951,浙江省,浙江财经大学,4133011482,浙江省,杭州市,本科,
952,浙江省,浙江警察学院,4133011483,浙江省,杭州市,本科,
953,浙江省,衢州学院,4133011488,浙江省,衢州市,本科,
954,浙江省,宁波大学,4133011646,浙江省,宁波市,本科,
955,浙江省,浙江传媒学院,4133011647,浙江省,杭州市,本科,
956,浙江省,浙江树人学院,4133011842,浙江省教育厅,杭州市,本科,民办
957,浙江省,浙江越秀外国语学院,4133012792,浙江省教育厅,绍兴市,本科,民办
958,浙江省,宁波财经学院,4133013001,浙江省教育厅,宁波市,本科,民办
959,浙江省,浙大城市学院,4133013021,浙江省,杭州市,本科,
960,浙江省,浙大宁波理工学院,4133013022,浙江省,宁波市,本科,
961,浙江省,杭州医学院,4133013023,浙江省,杭州市,本科,
962,浙江省,浙江广厦建设职业技术大学,4133013029,浙江省教育厅,金华市,本科,民办
963,浙江省,浙江工业大学之江学院,4133013275,浙江省教育厅,杭州市,本科,民办
964,浙江省,浙江师范大学行知学院,4133013276,浙江省教育厅,金华市,本科,民办
965,浙江省,宁波大学科学技术学院,4133013277,浙江省教育厅,宁波市,本科,民办
966,浙江省,杭州电子科技大学信息工程学院,4133013279,浙江省教育厅,杭州市,本科,民办
967,浙江省,浙江理工大学科技与艺术学院,4133013280,浙江省教育厅,杭州市,本科,民办
968,浙江省,浙江农林大学暨阳学院,4133013283,浙江省教育厅,绍兴市,本科,民办
969,浙江省,温州医科大学仁济学院,4133013284,浙江省教育厅,温州市,本科,民办
970,浙江省,浙江中医药大学滨江学院,4133013285,浙江省教育厅,杭州市,本科,民办
971,浙江省,杭州师范大学钱江学院,4133013286,浙江省教育厅,杭州市,本科,民办
972,浙江省,湖州学院,4133013287,浙江省,湖州市,本科,
973,浙江省,绍兴理工学院,4133013288,浙江省,绍兴市,本科,
974,浙江省,温州理工学院,4133013289,浙江省,温州市,本科,
975,浙江省,浙江工商大学杭州商学院,4133013290,浙江省教育厅,杭州市,本科,民办
976,浙江省,嘉兴南湖学院,4133013291,浙江省,嘉兴市,本科,
977,浙江省,中国计量大学现代科技学院,4133013292,浙江省教育厅,杭州市,本科,民办
978,浙江省,浙江财经大学东方学院,4133013294,浙江省教育厅,嘉兴市,本科,民办
979,浙江省,温州商学院,4133013637,浙江省教育厅,温州市,本科,民办
980,浙江省,同济大学浙江学院,4133014206,浙江省教育厅,嘉兴市,本科,民办
981,浙江省,上海财经大学浙江学院,4133014207,浙江省教育厅,金华市,本科,民办
982,浙江省,浙江外国语学院,4133014275,浙江省,杭州市,本科,
983,浙江省,浙江音乐学院,4133014535,浙江省,杭州市,本科,
984,浙江省,西湖大学,4133014626,浙江省教育厅,杭州市,本科,民办
985,浙江省,浙江药科职业大学,4133016207,浙江省,宁波市,本科,
986,浙江省,金华职业技术大学,4133012061,浙江省,金华市,本科,
987,浙江省,浙江机电职业技术大学,4133012861,浙江省,杭州市,本科,
988,浙江省,宁波诺丁汉大学,4133016301,浙江省教育厅,宁波市,本科,中外合作办学及内地与港澳合作办学
989,浙江省,温州肯恩大学,4133016405,浙江省教育厅,温州市,本科,中外合作办学及内地与港澳合作办学
990,浙江省,宁波职业技术大学,4133010863,浙江省,宁波市,本科,
991,浙江省,杭州职业技术大学,4133012872,浙江省,杭州市,本科,
992,浙江省,宁波东方理工大学,4133014943,浙江省教育厅,宁波市,本科,民办
993,浙江省,温州职业技术大学,4133010864,浙江省,温州市,本科,
994,浙江省,浙江交通职业技术学院,4133012036,浙江省,杭州市,专科,
995,浙江省,宁波城市职业技术学院,4133012645,浙江省,宁波市,专科,
996,浙江省,浙江电力职业技术学院,4133012646,浙江省,杭州市,专科,
997,浙江省,浙江同济科技职业学院,4133012647,浙江省,杭州市,专科,
998,浙江省,浙江工商职业技术学院,4133012789,浙江省,宁波市,专科,
999,浙江省,台州职业技术学院,4133012790,浙江省,台州市,专科,
1000,浙江省,浙江工贸职业技术学院,4133012791,浙江省,温州市,专科,
1001,浙江省,浙江建设职业技术学院,4133012862,浙江省,杭州市,专科,
1002,浙江省,浙江艺术职业学院,4133012863,浙江省,杭州市,专科,
1003,浙江省,浙江经贸职业技术学院,4133012864,浙江省,杭州市,专科,
1004,浙江省,浙江商业职业技术学院,4133012865,浙江省,杭州市,专科,
1005,浙江省,浙江经济职业技术学院,4133012866,浙江省,杭州市,专科,
1006,浙江省,浙江旅游职业学院,4133012867,浙江省,杭州市,专科,
1007,浙江省,浙江育英职业技术学院,4133012868,浙江省教育厅,杭州市,专科,民办
1008,浙江省,浙江警官职业学院,4133012869,浙江省,杭州市,专科,
1009,浙江省,浙江金融职业学院,4133012870,浙江省,杭州市,专科,
1010,浙江省,浙江工业职业技术学院,4133012871,浙江省,绍兴市,专科,
1011,浙江省,嘉兴职业技术学院,4133012874,浙江省,嘉兴市,专科,
1012,浙江省,湖州职业技术学院,4133012875,浙江省,湖州市,专科,
1013,浙江省,绍兴职业技术学院,4133012876,浙江省教育厅,绍兴市,专科,民办
1014,浙江省,衢州职业技术学院,4133012877,浙江省,衢州市,专科,
1015,浙江省,丽水职业技术学院,4133012878,浙江省,丽水市,专科,
1016,浙江省,浙江东方职业技术学院,4133013002,浙江省教育厅,温州市,专科,民办
1017,浙江省,义乌工商职业技术学院,4133013003,浙江省,金华市,专科,
1018,浙江省,浙江纺织服装职业技术学院,4133013025,浙江省,宁波市,专科,
1019,浙江省,杭州科技职业技术学院,4133013026,浙江省,杭州市,专科,
1020,浙江省,浙江长征职业技术学院,4133013027,浙江省教育厅,杭州市,专科,民办
1021,浙江省,嘉兴南洋职业技术学院,4133013028,浙江省教育厅,嘉兴市,专科,民办
1022,浙江省,杭州万向职业技术学院,4133013030,浙江省教育厅,杭州市,专科,民办
1023,浙江省,浙江邮电职业技术学院,4133013688,浙江省,绍兴市,专科,
1024,浙江省,宁波卫生职业技术学院,4133013742,浙江省,宁波市,专科,
1025,浙江省,台州科技职业学院,4133013746,浙江省,台州市,专科,
1026,浙江省,浙江国际海运职业技术学院,4133013853,浙江省,舟山市,专科,
1027,浙江省,浙江体育职业技术学院,4133013854,浙江省,杭州市,专科,
1028,浙江省,温州科技职业学院,4133014088,浙江省,温州市,专科,
1029,浙江省,浙江汽车职业技术学院,4133014089,浙江省教育厅,台州市,专科,民办
1030,浙江省,浙江横店影视职业学院,4133014090,浙江省教育厅,金华市,专科,民办
1031,浙江省,浙江农业商贸职业学院,4133014269,浙江省,绍兴市,专科,
1032,浙江省,浙江特殊教育职业学院,4133014431,浙江省,杭州市,专科,
1033,浙江省,浙江安防职业技术学院,4133014492,浙江省,温州市,专科,
1034,浙江省,浙江宇翔职业技术学院,4133014703,浙江省教育厅,湖州市,专科,民办
1035,浙江省,浙江金华科贸职业技术学院,4133014746,浙江省教育厅,金华市,专科,民办
1036,浙江省,浙江舟山群岛新区旅游与健康职业学院,4133016408,浙江省,舟山市,专科,
1037,浙江省,宁波幼儿师范高等专科学校,4233050559,浙江省,宁波市,专科,
1038,浙江省,湖州健康职业学院,4133014916,浙江省教育厅,湖州市,专科,民办
1039,安徽省,安徽大学,4134010357,安徽省,合肥市,本科,
1040,安徽省,中国科学技术大学,4134010358,中国科学院,合肥市,本科,
1041,安徽省,合肥工业大学,4134010359,教育部,合肥市,本科,
1042,安徽省,安徽工业大学,4134010360,安徽省,马鞍山市,本科,
1043,安徽省,安徽理工大学,4134010361,安徽省,淮南市,本科,
1044,安徽省,安徽工程大学,4134010363,安徽省,芜湖市,本科,
1045,安徽省,安徽农业大学,4134010364,安徽省,合肥市,本科,
1046,安徽省,安徽医科大学,4134010366,安徽省,合肥市,本科,
1047,安徽省,蚌埠医科大学,4134010367,安徽省,蚌埠市,本科,
1048,安徽省,皖南医科大学,4134010368,安徽省,芜湖市,本科,
1049,安徽省,安徽中医药大学,4134010369,安徽省,合肥市,本科,
1050,安徽省,安徽师范大学,4134010370,安徽省,芜湖市,本科,
1051,安徽省,阜阳师范大学,4134010371,安徽省,阜阳市,本科,
1052,安徽省,安庆师范大学,4134010372,安徽省,安庆市,本科,
1053,安徽省,淮北师范大学,4134010373,安徽省,淮北市,本科,
1054,安徽省,黄山学院,4134010375,安徽省,黄山市,本科,
1055,安徽省,皖西学院,4134010376,安徽省,六安市,本科,
1056,安徽省,滁州学院,4134010377,安徽省,滁州市,本科,
1057,安徽省,安徽财经大学,4134010378,安徽省,蚌埠市,本科,
1058,安徽省,宿州学院,4134010379,安徽省,宿州市,本科,
1059,安徽省,巢湖学院,4134010380,安徽省,合肥市,本科,
1060,安徽省,淮南师范学院,4134010381,安徽省,淮南市,本科,
1061,安徽省,铜陵学院,4134010383,安徽省,铜陵市,本科,
1062,安徽省,安徽建筑大学,4134010878,安徽省,合肥市,本科,
1063,安徽省,安徽科技工程大学,4134010879,安徽省,滁州市,本科,
1064,安徽省,安徽三联学院,4134010959,安徽省教育厅,合肥市,本科,民办
1065,安徽省,合肥大学,4134011059,安徽省,合肥市,本科,
1066,安徽省,蚌埠学院,4134011305,安徽省,蚌埠市,本科,
1067,安徽省,池州学院,4134011306,安徽省,池州市,本科,
1068,安徽省,安徽新华学院,4134012216,安徽省教育厅,合肥市,本科,民办
1069,安徽省,安徽文达信息工程学院,4134012810,安徽省教育厅,合肥市,本科,民办
1070,安徽省,亳州学院,4134012926,安徽省,亳州市,本科,
1071,安徽省,安徽外国语学院,4134013065,安徽省教育厅,合肥市,本科,民办
1072,安徽省,蚌埠工商学院,4134013611,安徽省教育厅,蚌埠市,本科,民办
1073,安徽省,合肥理工学院,4134013612,安徽省,合肥市,本科,
1074,安徽省,安徽信息工程学院,4134013613,安徽省教育厅,芜湖市,本科,民办
1075,安徽省,马鞍山学院,4134013614,安徽省教育厅,马鞍山市,本科,民办
1076,安徽省,合肥城市学院,4134013615,安徽省教育厅,合肥市,本科,民办
1077,安徽省,合肥经济学院,4134013616,安徽省教育厅,合肥市,本科,民办
1078,安徽省,芜湖学院,4134013617,安徽省教育厅,芜湖市,本科,民办
1079,安徽省,安徽医科大学临床医学院,4134013618,安徽省教育厅,合肥市,本科,民办
1080,安徽省,阜阳理工学院,4134013619,安徽省教育厅,阜阳市,本科,民办
1081,安徽省,淮北理工学院,4134013620,安徽省教育厅,淮北市,本科,民办
1082,安徽省,合肥师范学院,4134014098,安徽省,合肥市,本科,
1083,安徽省,皖江工学院,4134014203,安徽省教育厅,马鞍山市,本科,民办
1084,安徽省,安徽艺术学院,4134014682,安徽省,合肥市,本科,
1085,安徽省,安徽公安学院,4134014840,安徽省,合肥市,本科,
1086,安徽省,安徽职业技术大学,4134010869,安徽省,合肥市,本科,
1087,安徽省,芜湖职业技术大学,4134011061,安徽省,芜湖市,本科,
1088,安徽省,安徽第二医学院,4134012925,安徽省,合肥市,本科,
1089,安徽省,安徽应用技术职业大学,4134012072,安徽省,芜湖市,本科,
1090,安徽省,淮北职业技术学院,4134010963,安徽省,淮北市,专科,
1091,安徽省,淮南联合大学,4134011308,安徽省,淮南市,专科,
1092,安徽省,安徽水利水电职业技术学院,4134012073,安徽省,合肥市,专科,
1093,安徽省,阜阳职业技术学院,4134012074,安徽省,阜阳市,专科,
1094,安徽省,铜陵职业技术学院,4134012217,安徽省,铜陵市,专科,
1095,安徽省,民办万博科技职业学院,4134012218,安徽省教育厅,合肥市,专科,民办
1096,安徽省,安徽警官职业学院,4134012219,安徽省,合肥市,专科,
1097,安徽省,淮南职业技术学院,4134012220,安徽省,淮南市,专科,
1098,安徽省,安徽工业经济职业技术学院,4134012334,安徽省,合肥市,专科,
1099,安徽省,合肥通用职业技术学院,4134012410,安徽省,合肥市,专科,
1100,安徽省,安徽工贸职业技术学院,4134012811,安徽省,淮南市,专科,
1101,安徽省,宿州职业技术学院,4134012812,安徽省,宿州市,专科,
1102,安徽省,六安职业技术学院,4134012813,安徽省,六安市,专科,
1103,安徽省,安徽电子信息职业技术学院,4134012814,安徽省,蚌埠市,专科,
1104,安徽省,民办合肥经济技术职业学院,4134012815,安徽省教育厅,合肥市,专科,民办
1105,安徽省,安徽交通职业技术学院,4134012816,安徽省,合肥市,专科,
1106,安徽省,安徽体育运动职业技术学院,4134012817,安徽省,合肥市,专科,
1107,安徽省,安徽中医药高等专科学校,4134012924,安徽省,芜湖市,专科,
1108,安徽省,合肥职业技术学院,4134013058,安徽省,合肥市,专科,
1109,安徽省,滁州职业技术学院,4134013059,安徽省,滁州市,专科,
1110,安徽省,池州职业技术学院,4134013060,安徽省,池州市,专科,
1111,安徽省,宣城职业技术学院,4134013061,安徽省,宣城市,专科,
1112,安徽省,安徽广播影视职业技术学院,4134013062,安徽省,合肥市,专科,
1113,安徽省,民办合肥滨湖职业技术学院,4134013064,安徽省教育厅,合肥市,专科,民办
1114,安徽省,安徽电气工程职业技术学院,4134013336,安徽省,合肥市,专科,
1115,安徽省,安徽冶金科技职业学院,4134013337,安徽省,马鞍山市,专科,
1116,安徽省,安徽城市管理职业学院,4134013338,安徽省,合肥市,专科,
1117,安徽省,安徽工商职业学院,4134013340,安徽省,合肥市,专科,
1118,安徽省,安徽中澳科技职业学院,4134013341,安徽省,合肥市,专科,
1119,安徽省,阜阳科技职业学院,4134013342,安徽省教育厅,阜阳市,专科,民办
1120,安徽省,亳州职业技术学院,4134013343,安徽省,亳州市,专科,
1121,安徽省,安徽国防科技职业学院,4134013344,安徽省,六安市,专科,
1122,安徽省,安庆职业技术学院,4134013345,安徽省,安庆市,专科,
1123,安徽省,安徽艺术职业学院,4134013346,安徽省,合肥市,专科,
1124,安徽省,马鞍山师范高等专科学校,4134013760,安徽省,马鞍山市,专科,
1125,安徽省,安徽财贸职业学院,4134013845,安徽省,合肥市,专科,
1126,安徽省,安徽国际商务职业学院,4134013846,安徽省,合肥市,专科,
1127,安徽省,安徽公安职业学院,4134013847,安徽省,合肥市,专科,
